Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
internal_long_Filo_NP_1_internal_3	19	0	54	0	33	0	0	48	34
internal_long_Filo_VP24_1_internal_1	59	105	177	9	143	26	206	160	84
internal_long_Filo_VP30_1_internal_1	25	63	200	15	132	18	124	19	137
internal_long_Filo_VP30_1_internal_2	0	0	64	0	0	10	36	16	32
internal_long_Filo_VP30_2_internal_1	28	0	62	0	77	0	48	22	24
internal_long_Filo_VP35_1_internal_1	42	168	309	40	172	41	136	107	172
internal_long_Filo_VP40_1_internal_1	26	0	97	0	33	0	24	0	32
internal_long_Filo_VP40_2_internal_1	75	0	191	0	162	0	0	205	61
internal_long_Filo_VP40_2_internal_2	68	9	66	6	107	2	23	203	57
internal_long_Flavi_ANCC_1_internal_1	0	0	492	0	0	0	0	214	51
internal_long_Flavi_ANCC_1_internal_2	0	0	325	0	0	0	0	290	0
internal_long_Flavi_ANCC_2_internal_1	0	0	115	0	0	0	92	91	66
internal_long_Flavi_ANCC_3_internal_1	0	0	660	0	0	0	360	787	305
internal_long_Flavi_ANCC_3_internal_2	25	777	840	71	459	30	600	1515	549
internal_long_Flavi_ANCC_3_internal_3	3	248	806	54	30	15	268	881	290
internal_long_Flavi_ANCC_4_internal_1	1	92	132	5	29	21	41	195	131
internal_long_Flavi_ANCC_4_internal_2	0	0	246	0	0	0	0	444	248
internal_long_Flavi_ANCC_4_internal_3	0	0	163	0	0	0	0	518	132
internal_long_Flavi_ANCC_4_internal_4	0	0	115	0	0	0	0	431	187
internal_long_Flavi_ANCC_4_internal_5	0	0	116	0	0	0	71	208	105
internal_long_Flavi_C_1_internal_1	34	124	242	0	131	0	148	0	89
internal_long_Flavi_C_1_internal_2	31	101	250	2	126	34	91	28	114
internal_long_Flavi_C_1_internal_3	0	161	175	0	0	0	413	131	155
internal_long_Flavi_C_3_internal_1	0	170	96	0	84	0	0	100	0
internal_long_Flavi_E1_1_internal_1	186	0	595	0	0	0	207	0	220
internal_long_Flavi_E1_1_internal_2	106	0	371	0	0	0	0	0	69
internal_long_Flavi_E1_1_internal_3	78	111	319	0	0	69	0	0	39
internal_long_Flavi_E1_1_internal_4	202	212	590	0	0	0	140	0	210
internal_long_Flavi_E1_1_internal_5	114	128	402	0	0	0	104	0	86
internal_long_Flavi_E1_1_internal_6	78	0	246	39	0	0	0	0	62
internal_long_Flavi_E1_2_internal_1	0	300	490	0	300	0	0	0	0
internal_long_Flavi_E1_2_internal_10	0	643	662	0	603	0	0	0	0
internal_long_Flavi_E1_2_internal_11	13	190	305	3	105	8	55	37	10
internal_long_Flavi_E1_2_internal_12	0	537	815	0	553	0	0	0	0
internal_long_Flavi_E1_2_internal_13	0	306	535	0	429	0	143	0	0
internal_long_Flavi_E1_2_internal_14	0	168	307	0	257	0	0	0	0
internal_long_Flavi_E1_2_internal_15	0	245	593	0	341	0	0	0	80
internal_long_Flavi_E1_2_internal_16	0	375	616	0	479	0	0	0	0
internal_long_Flavi_E1_2_internal_17	0	208	305	0	174	29	0	0	0
internal_long_Flavi_E1_2_internal_18	0	113	281	0	143	0	75	0	71
internal_long_Flavi_E1_2_internal_19	0	218	309	0	150	0	0	0	0
internal_long_Flavi_E1_2_internal_2	0	116	354	0	335	0	0	0	47
internal_long_Flavi_E1_2_internal_20	4	202	465	15	405	18	57	62	47
internal_long_Flavi_E1_2_internal_21	0	83	298	0	216	0	0	0	0
internal_long_Flavi_E1_2_internal_22	0	340	619	0	420	0	0	0	0
internal_long_Flavi_E1_2_internal_23	0	151	298	0	312	0	0	0	0
internal_long_Flavi_E1_2_internal_24	0	138	215	0	293	0	83	0	41
internal_long_Flavi_E1_2_internal_25	1	208	392	8	357	8	77	7	22
internal_long_Flavi_E1_2_internal_26	0	500	627	0	551	0	0	0	0
internal_long_Flavi_E1_2_internal_27	0	284	573	0	341	0	0	0	0
internal_long_Flavi_E1_2_internal_28	0	113	397	0	295	0	0	0	0
internal_long_Flavi_E1_2_internal_29	0	325	496	0	351	0	0	0	0
internal_long_Flavi_E1_2_internal_3	0	420	351	0	447	0	0	0	0
internal_long_Flavi_E1_2_internal_30	14	149	428	9	294	9	7	53	59
internal_long_Flavi_E1_2_internal_31	0	326	338	0	388	0	0	0	98
internal_long_Flavi_E1_2_internal_32	0	88	71	0	152	0	0	0	87
internal_long_Flavi_E1_2_internal_4	0	602	547	0	914	0	0	0	0
internal_long_Flavi_E1_2_internal_5	0	200	409	0	280	0	0	0	0
internal_long_Flavi_E1_2_internal_6	0	489	616	0	985	0	231	0	0
internal_long_Flavi_E1_2_internal_7	0	707	653	0	663	0	0	0	0
internal_long_Flavi_E1_2_internal_8	0	181	145	0	214	0	111	0	44
internal_long_Flavi_E1_2_internal_9	0	216	438	0	181	0	0	0	0
internal_long_Flavi_E1_5_internal_1	0	252	153	0	0	0	0	112	117
internal_long_Flavi_E2_1_internal_1	0	468	131	0	260	0	0	0	0
internal_long_Flavi_E2_1_internal_2	0	187	116	28	120	0	0	0	0
internal_long_Flavi_E2_2_internal_1	24	0	89	0	0	0	0	0	35
internal_long_Flavi_E2_4_internal_1	23	0	241	0	148	0	51	0	31
internal_long_Flavi_E2_4_internal_10	24	0	223	0	140	0	41	0	41
internal_long_Flavi_E2_4_internal_11	24	0	185	0	180	0	0	0	76
internal_long_Flavi_E2_4_internal_12	22	0	166	0	190	0	74	0	55
internal_long_Flavi_E2_4_internal_13	21	0	176	0	214	0	0	0	27
internal_long_Flavi_E2_4_internal_14	33	0	321	0	177	0	72	0	34
internal_long_Flavi_E2_4_internal_15	26	0	182	0	159	0	54	0	34
internal_long_Flavi_E2_4_internal_16	16	0	183	0	182	0	81	0	47
internal_long_Flavi_E2_4_internal_17	0	0	198	0	171	0	84	0	47
internal_long_Flavi_E2_4_internal_18	26	0	203	0	137	0	57	0	70
internal_long_Flavi_E2_4_internal_19	0	60	140	0	157	0	99	0	83
internal_long_Flavi_E2_4_internal_2	0	0	328	0	203	0	0	0	45
internal_long_Flavi_E2_4_internal_20	25	0	303	0	270	0	56	0	41
internal_long_Flavi_E2_4_internal_21	50	0	658	0	470	0	177	0	148
internal_long_Flavi_E2_4_internal_22	34	0	342	0	364	0	104	0	63
internal_long_Flavi_E2_4_internal_23	34	0	238	0	190	0	78	0	107
internal_long_Flavi_E2_4_internal_24	0	0	294	0	259	0	131	0	56
internal_long_Flavi_E2_4_internal_25	28	0	273	0	191	0	68	0	61
internal_long_Flavi_E2_4_internal_26	0	0	206	0	164	0	96	0	50
internal_long_Flavi_E2_4_internal_27	30	0	327	0	267	0	104	0	91
internal_long_Flavi_E2_4_internal_28	26	0	233	0	186	0	69	0	54
internal_long_Flavi_E2_4_internal_29	0	81	326	0	207	0	0	0	52
internal_long_Flavi_E2_4_internal_3	36	0	338	0	242	0	0	0	55
internal_long_Flavi_E2_4_internal_30	17	0	240	0	177	0	0	0	37
internal_long_Flavi_E2_4_internal_31	0	0	243	0	199	0	94	0	80
internal_long_Flavi_E2_4_internal_32	36	0	261	0	172	0	94	0	49
internal_long_Flavi_E2_4_internal_33	33	0	306	0	318	0	0	0	87
internal_long_Flavi_E2_4_internal_34	21	0	298	0	193	0	0	0	34
internal_long_Flavi_E2_4_internal_35	27	0	341	0	353	0	62	0	93
internal_long_Flavi_E2_4_internal_36	47	0	264	0	248	0	64	0	82
internal_long_Flavi_E2_4_internal_37	25	0	240	0	229	0	108	0	49
internal_long_Flavi_E2_4_internal_38	61	0	462	0	520	0	111	0	88
internal_long_Flavi_E2_4_internal_39	23	69	250	0	225	0	85	0	38
internal_long_Flavi_E2_4_internal_4	19	0	273	0	150	0	0	0	57
internal_long_Flavi_E2_4_internal_40	0	0	202	0	175	0	69	0	51
internal_long_Flavi_E2_4_internal_41	41	0	413	0	480	0	174	0	80
internal_long_Flavi_E2_4_internal_42	43	0	368	0	466	0	181	0	98
internal_long_Flavi_E2_4_internal_43	20	0	206	0	225	0	72	0	55
internal_long_Flavi_E2_4_internal_44	67	0	746	0	594	0	330	0	161
internal_long_Flavi_E2_4_internal_45	162	0	1667	0	1661	0	458	0	382
internal_long_Flavi_E2_4_internal_46	13	1	211	14	251	4	61	24	36
internal_long_Flavi_E2_4_internal_47	38	0	377	0	306	0	0	0	54
internal_long_Flavi_E2_4_internal_48	19	0	239	0	140	0	60	0	29
internal_long_Flavi_E2_4_internal_49	22	0	250	0	201	0	147	0	45
internal_long_Flavi_E2_4_internal_5	23	0	241	0	147	0	60	0	49
internal_long_Flavi_E2_4_internal_50	52	0	313	0	365	0	93	0	93
internal_long_Flavi_E2_4_internal_51	34	0	385	0	368	0	105	0	99
internal_long_Flavi_E2_4_internal_52	0	0	183	0	176	0	75	0	95
internal_long_Flavi_E2_4_internal_53	0	0	578	0	425	0	142	0	110
internal_long_Flavi_E2_4_internal_54	0	0	401	0	393	0	94	0	106
internal_long_Flavi_E2_4_internal_55	77	0	769	0	710	0	268	0	131
internal_long_Flavi_E2_4_internal_56	18	60	191	0	203	0	45	0	55
internal_long_Flavi_E2_4_internal_57	18	0	168	0	160	0	106	0	35
internal_long_Flavi_E2_4_internal_58	17	0	169	0	238	0	50	0	72
internal_long_Flavi_E2_4_internal_59	36	0	386	0	262	0	120	0	56
internal_long_Flavi_E2_4_internal_6	0	0	501	0	265	0	67	0	71
internal_long_Flavi_E2_4_internal_60	0	0	211	0	159	0	68	0	53
internal_long_Flavi_E2_4_internal_61	20	0	184	0	165	0	65	0	35
internal_long_Flavi_E2_4_internal_62	0	0	482	0	290	0	141	0	56
internal_long_Flavi_E2_4_internal_63	20	0	214	0	206	0	74	0	0
internal_long_Flavi_E2_4_internal_64	29	0	301	0	142	0	105	0	45
internal_long_Flavi_E2_4_internal_65	138	0	1407	0	1352	0	402	0	172
internal_long_Flavi_E2_4_internal_66	0	0	248	0	154	0	54	0	0
internal_long_Flavi_E2_4_internal_67	0	0	206	0	178	0	45	0	36
internal_long_Flavi_E2_4_internal_68	29	0	201	0	146	0	46	0	30
internal_long_Flavi_E2_4_internal_69	0	0	364	0	312	0	72	0	84
internal_long_Flavi_E2_4_internal_7	0	0	171	0	186	0	60	0	86
internal_long_Flavi_E2_4_internal_70	26	0	250	0	210	0	63	0	0
internal_long_Flavi_E2_4_internal_71	47	0	445	0	401	0	0	0	130
internal_long_Flavi_E2_4_internal_72	33	0	255	0	204	0	60	0	52
internal_long_Flavi_E2_4_internal_73	34	0	356	0	408	0	96	0	67
internal_long_Flavi_E2_4_internal_74	38	0	441	0	249	0	0	0	72
internal_long_Flavi_E2_4_internal_75	37	0	354	0	305	0	115	0	108
internal_long_Flavi_E2_4_internal_76	28	0	237	0	137	0	68	0	33
internal_long_Flavi_E2_4_internal_77	0	0	224	0	195	0	43	0	65
internal_long_Flavi_E2_4_internal_78	28	0	407	0	266	0	0	0	76
internal_long_Flavi_E2_4_internal_79	0	0	423	0	464	0	131	0	86
internal_long_Flavi_E2_4_internal_8	35	0	200	0	232	0	51	0	88
internal_long_Flavi_E2_4_internal_80	19	0	212	0	244	0	0	0	46
internal_long_Flavi_E2_4_internal_81	48	0	607	0	434	0	201	0	165
internal_long_Flavi_E2_4_internal_82	0	0	333	0	290	0	0	0	83
internal_long_Flavi_E2_4_internal_83	72	0	720	0	474	0	250	0	156
internal_long_Flavi_E2_4_internal_84	0	0	146	0	206	0	70	0	46
internal_long_Flavi_E2_4_internal_85	0	0	220	0	172	0	0	0	69
internal_long_Flavi_E2_4_internal_86	33	0	437	0	298	0	117	0	95
internal_long_Flavi_E2_4_internal_87	24	59	160	0	116	0	53	0	41
internal_long_Flavi_E2_4_internal_88	0	0	244	0	128	0	51	0	30
internal_long_Flavi_E2_4_internal_89	31	0	202	0	177	0	56	0	38
internal_long_Flavi_E2_4_internal_9	31	0	314	0	298	0	60	0	86
internal_long_Flavi_E2_4_internal_90	36	123	457	0	313	0	135	0	86
internal_long_Flavi_E2_7_internal_1	39	190	274	0	130	0	0	0	0
internal_long_Flavi_E2_7_internal_2	63	0	323	0	193	0	0	0	93
internal_long_Flavi_E2_7_internal_3	41	316	177	0	110	0	0	61	52
internal_long_Flavi_E2_7_internal_4	60	76	275	0	113	0	0	0	104
internal_long_Flavi_E2_7_internal_5	0	65	152	26	71	0	0	0	0
internal_long_Flavi_E_1_internal_1	0	0	69	0	0	0	41	52	133
internal_long_Flavi_E_2_internal_1	33	11	200	62	261	98	87	331	123
internal_long_Flavi_E_2_internal_10	104	0	252	0	287	133	0	852	325
internal_long_Flavi_E_2_internal_11	237	0	419	0	0	227	0	1326	490
internal_long_Flavi_E_2_internal_12	69	0	213	0	0	0	0	338	132
internal_long_Flavi_E_2_internal_13	69	0	110	0	0	0	0	414	201
internal_long_Flavi_E_2_internal_14	24	19	84	50	259	118	55	440	244
internal_long_Flavi_E_2_internal_15	65	0	124	0	0	63	0	392	231
internal_long_Flavi_E_2_internal_16	96	0	0	0	0	0	0	619	175
internal_long_Flavi_E_2_internal_17	94	0	453	0	0	107	0	570	416
internal_long_Flavi_E_2_internal_18	60	0	233	0	0	0	0	493	200
internal_long_Flavi_E_2_internal_19	70	0	151	0	0	89	107	298	178
internal_long_Flavi_E_2_internal_2	24	12	70	7	266	51	49	247	117
internal_long_Flavi_E_2_internal_20	130	0	314	0	0	142	0	982	444
internal_long_Flavi_E_2_internal_21	258	0	631	0	0	241	0	1358	787
internal_long_Flavi_E_2_internal_22	62	34	47	2	167	38	38	213	240
internal_long_Flavi_E_2_internal_23	112	0	229	0	0	110	0	573	379
internal_long_Flavi_E_2_internal_24	65	0	256	0	0	46	0	316	182
internal_long_Flavi_E_2_internal_25	467	0	1294	0	929	607	0	2775	1228
internal_long_Flavi_E_2_internal_3	70	0	137	0	296	97	0	422	235
internal_long_Flavi_E_2_internal_4	78	0	125	0	0	0	0	607	139
internal_long_Flavi_E_2_internal_5	73	138	0	0	169	127	0	132	172
internal_long_Flavi_E_2_internal_6	132	0	355	0	285	0	0	487	206
internal_long_Flavi_E_2_internal_7	45	0	169	0	0	0	0	572	125
internal_long_Flavi_E_2_internal_8	146	0	337	0	253	0	0	661	441
internal_long_Flavi_E_2_internal_9	329	512	216	33	950	523	124	2431	1091
internal_long_Flavi_NS1_1_internal_1	0	145	476	0	0	54	0	0	165
internal_long_Flavi_NS1_2_internal_1	72	101	165	6	210	42	42	178	161
internal_long_Flavi_NS1_2_internal_10	60	110	0	0	173	100	0	104	147
internal_long_Flavi_NS1_2_internal_11	80	90	94	34	162	23	35	188	104
internal_long_Flavi_NS1_2_internal_12	91	0	199	0	246	81	0	191	180
internal_long_Flavi_NS1_2_internal_13	42	137	55	13	159	34	55	169	67
internal_long_Flavi_NS1_2_internal_14	26	144	75	32	253	62	99	206	147
internal_long_Flavi_NS1_2_internal_15	46	111	39	8	150	27	74	163	99
internal_long_Flavi_NS1_2_internal_16	89	0	220	0	156	0	0	60	89
internal_long_Flavi_NS1_2_internal_17	68	0	276	0	144	0	0	65	83
internal_long_Flavi_NS1_2_internal_18	56	0	343	0	0	54	116	89	241
internal_long_Flavi_NS1_2_internal_19	128	0	497	0	288	0	153	422	304
internal_long_Flavi_NS1_2_internal_2	22	99	48	3	79	44	75	164	90
internal_long_Flavi_NS1_2_internal_20	98	0	434	0	0	0	163	179	231
internal_long_Flavi_NS1_2_internal_21	61	0	166	0	0	0	70	0	225
internal_long_Flavi_NS1_2_internal_3	164	159	380	7	218	41	77	247	654
internal_long_Flavi_NS1_2_internal_4	170	188	207	0	0	0	182	201	488
internal_long_Flavi_NS1_2_internal_5	113	61	254	24	213	18	126	271	326
internal_long_Flavi_NS1_2_internal_6	339	361	988	54	853	276	263	879	1013
internal_long_Flavi_NS1_2_internal_7	82	168	223	20	231	113	83	407	342
internal_long_Flavi_NS1_2_internal_8	116	0	311	0	303	129	162	180	456
internal_long_Flavi_NS1_2_internal_9	355	638	996	104	1112	424	197	959	1002
internal_long_Flavi_NS2A_1_internal_1	0	0	311	0	0	0	0	341	0
internal_long_Flavi_NS2A_1_internal_2	0	0	417	0	0	0	0	558	0
internal_long_Flavi_NS2A_2_internal_1	127	0	336	0	332	0	146	217	272
internal_long_Flavi_NS2A_2_internal_10	54	0	217	0	183	66	121	136	177
internal_long_Flavi_NS2A_2_internal_11	39	40	139	8	181	15	60	53	142
internal_long_Flavi_NS2A_2_internal_12	88	0	247	0	207	0	157	222	226
internal_long_Flavi_NS2A_2_internal_13	150	93	393	9	549	71	283	243	350
internal_long_Flavi_NS2A_2_internal_14	197	0	366	0	439	0	225	277	399
internal_long_Flavi_NS2A_2_internal_15	235	3	398	26	668	101	295	395	468
internal_long_Flavi_NS2A_2_internal_16	33	59	55	12	337	29	146	180	205
internal_long_Flavi_NS2A_2_internal_17	45	96	36	11	163	39	42	58	143
internal_long_Flavi_NS2A_2_internal_18	59	100	59	21	410	49	116	56	183
internal_long_Flavi_NS2A_2_internal_19	58	82	106	0	231	39	0	52	69
internal_long_Flavi_NS2A_2_internal_2	97	56	217	9	312	19	126	149	193
internal_long_Flavi_NS2A_2_internal_20	109	57	165	15	372	78	177	104	204
internal_long_Flavi_NS2A_2_internal_21	53	170	65	13	220	38	161	144	148
internal_long_Flavi_NS2A_2_internal_22	293	73	544	35	842	172	333	418	616
internal_long_Flavi_NS2A_2_internal_23	110	59	212	11	279	20	88	127	166
internal_long_Flavi_NS2A_2_internal_24	40	0	109	0	208	0	64	111	111
internal_long_Flavi_NS2A_2_internal_25	67	73	190	10	214	16	34	142	77
internal_long_Flavi_NS2A_2_internal_26	56	0	64	0	137	26	103	132	100
internal_long_Flavi_NS2A_2_internal_3	142	0	252	0	278	0	231	269	431
internal_long_Flavi_NS2A_2_internal_4	73	67	65	8	206	24	120	37	159
internal_long_Flavi_NS2A_2_internal_5	54	0	0	0	186	31	95	115	202
internal_long_Flavi_NS2A_2_internal_6	32	162	0	0	179	43	57	113	133
internal_long_Flavi_NS2A_2_internal_7	73	0	123	0	155	0	103	150	217
internal_long_Flavi_NS2A_2_internal_8	47	0	91	0	192	0	83	137	103
internal_long_Flavi_NS2A_2_internal_9	80	0	270	0	222	74	0	182	213
internal_long_Flavi_NS2B_1_internal_1	0	0	188	47	0	0	0	440	95
internal_long_Flavi_NS2B_1_internal_2	56	0	253	0	0	0	0	198	101
internal_long_Flavi_NS2B_3_internal_1	38	0	306	0	0	33	79	59	87
internal_long_Flavi_NS2B_3_internal_2	80	96	333	0	0	0	0	0	56
internal_long_Flavi_NS2B_4_internal_1	12	0	117	0	62	32	0	52	0
internal_long_Flavi_NS2B_5_internal_1	0	0	266	0	0	0	0	344	153
internal_long_Flavi_NS2_1_internal_1	0	286	75	0	0	0	0	42	0
internal_long_Flavi_NS2_2_internal_1	9	0	55	0	42	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_1	219	882	1583	97	118	474	246	223	317
internal_long_Flavi_NS2_3_1_internal_10	98	0	536	0	0	0	137	111	193
internal_long_Flavi_NS2_3_1_internal_11	89	388	913	31	78	123	186	103	143
internal_long_Flavi_NS2_3_1_internal_12	166	459	682	29	82	223	114	302	192
internal_long_Flavi_NS2_3_1_internal_13	88	0	392	0	0	80	113	0	176
internal_long_Flavi_NS2_3_1_internal_14	616	876	2800	0	0	649	0	0	822
internal_long_Flavi_NS2_3_1_internal_15	117	711	1249	129	151	319	373	426	207
internal_long_Flavi_NS2_3_1_internal_16	60	0	570	0	0	100	0	0	218
internal_long_Flavi_NS2_3_1_internal_17	125	210	763	0	0	107	0	0	248
internal_long_Flavi_NS2_3_1_internal_18	118	360	713	33	146	133	141	258	175
internal_long_Flavi_NS2_3_1_internal_19	177	0	788	0	0	205	0	117	169
internal_long_Flavi_NS2_3_1_internal_2	84	0	487	0	0	0	142	121	116
internal_long_Flavi_NS2_3_1_internal_20	106	72	428	8	11	42	102	100	186
internal_long_Flavi_NS2_3_1_internal_21	62	0	560	0	0	134	94	0	150
internal_long_Flavi_NS2_3_1_internal_22	84	0	552	0	0	152	0	0	160
internal_long_Flavi_NS2_3_1_internal_23	321	411	1338	0	0	321	0	0	332
internal_long_Flavi_NS2_3_1_internal_24	442	655	2380	0	0	638	0	0	590
internal_long_Flavi_NS2_3_1_internal_25	40	99	379	0	0	116	0	0	90
internal_long_Flavi_NS2_3_1_internal_26	57	0	335	0	0	146	0	84	109
internal_long_Flavi_NS2_3_1_internal_27	271	0	1394	0	0	265	254	198	435
internal_long_Flavi_NS2_3_1_internal_28	70	259	420	0	0	0	0	0	119
internal_long_Flavi_NS2_3_1_internal_29	316	320	1329	0	0	361	0	205	397
internal_long_Flavi_NS2_3_1_internal_3	65	0	424	0	0	0	134	158	144
internal_long_Flavi_NS2_3_1_internal_30	214	198	626	39	34	120	110	137	196
internal_long_Flavi_NS2_3_1_internal_31	146	0	889	0	0	0	0	0	217
internal_long_Flavi_NS2_3_1_internal_32	307	279	1196	0	0	211	215	272	246
internal_long_Flavi_NS2_3_1_internal_33	113	212	597	0	0	142	114	0	103
internal_long_Flavi_NS2_3_1_internal_34	52	625	855	93	186	245	142	93	232
internal_long_Flavi_NS2_3_1_internal_35	114	165	574	0	0	69	0	0	67
internal_long_Flavi_NS2_3_1_internal_36	65	129	376	0	0	46	0	0	154
internal_long_Flavi_NS2_3_1_internal_37	118	0	822	0	0	165	0	0	217
internal_long_Flavi_NS2_3_1_internal_38	146	189	663	0	0	0	0	106	94
internal_long_Flavi_NS2_3_1_internal_39	102	211	607	0	0	107	0	112	140
internal_long_Flavi_NS2_3_1_internal_4	97	0	1157	0	0	0	278	0	238
internal_long_Flavi_NS2_3_1_internal_40	156	292	738	0	0	171	0	0	197
internal_long_Flavi_NS2_3_1_internal_41	101	140	504	0	0	126	95	0	145
internal_long_Flavi_NS2_3_1_internal_42	120	155	619	0	0	120	0	0	206
internal_long_Flavi_NS2_3_1_internal_43	187	0	1070	0	0	88	161	0	209
internal_long_Flavi_NS2_3_1_internal_44	163	579	1191	64	21	188	63	275	223
internal_long_Flavi_NS2_3_1_internal_45	107	127	532	19	85	90	96	12	125
internal_long_Flavi_NS2_3_1_internal_46	81	0	511	0	0	85	115	95	213
internal_long_Flavi_NS2_3_1_internal_47	142	0	628	0	0	0	0	214	192
internal_long_Flavi_NS2_3_1_internal_48	71	127	503	0	0	72	0	0	169
internal_long_Flavi_NS2_3_1_internal_49	138	174	444	0	0	184	0	81	179
internal_long_Flavi_NS2_3_1_internal_5	143	0	832	0	0	0	0	267	139
internal_long_Flavi_NS2_3_1_internal_50	296	473	1571	0	0	441	0	0	386
internal_long_Flavi_NS2_3_1_internal_51	95	0	673	0	0	122	0	0	156
internal_long_Flavi_NS2_3_1_internal_52	177	223	1066	0	0	144	158	0	244
internal_long_Flavi_NS2_3_1_internal_53	36	0	408	0	0	79	116	0	128
internal_long_Flavi_NS2_3_1_internal_54	156	224	722	0	0	169	0	0	198
internal_long_Flavi_NS2_3_1_internal_55	264	619	1297	0	0	345	0	341	291
internal_long_Flavi_NS2_3_1_internal_56	334	564	1919	0	0	390	0	503	502
internal_long_Flavi_NS2_3_1_internal_57	0	0	478	0	0	165	171	0	202
internal_long_Flavi_NS2_3_1_internal_58	164	0	948	0	0	182	0	0	156
internal_long_Flavi_NS2_3_1_internal_59	112	0	777	0	0	133	174	273	244
internal_long_Flavi_NS2_3_1_internal_6	120	0	625	0	0	85	136	143	113
internal_long_Flavi_NS2_3_1_internal_60	93	262	619	0	0	0	232	0	171
internal_long_Flavi_NS2_3_1_internal_61	179	0	1930	0	0	0	455	0	416
internal_long_Flavi_NS2_3_1_internal_62	71	113	512	0	0	69	0	0	84
internal_long_Flavi_NS2_3_1_internal_63	101	0	848	0	0	98	0	146	164
internal_long_Flavi_NS2_3_1_internal_64	77	0	546	0	0	0	0	0	129
internal_long_Flavi_NS2_3_1_internal_65	159	191	954	0	0	148	152	152	229
internal_long_Flavi_NS2_3_1_internal_66	182	0	1476	0	0	0	311	0	258
internal_long_Flavi_NS2_3_1_internal_67	107	0	596	0	0	0	153	100	141
internal_long_Flavi_NS2_3_1_internal_68	0	0	594	0	0	105	239	0	104
internal_long_Flavi_NS2_3_1_internal_69	114	0	874	0	0	120	0	0	240
internal_long_Flavi_NS2_3_1_internal_7	101	0	483	0	0	43	82	131	96
internal_long_Flavi_NS2_3_1_internal_70	119	281	879	0	0	0	136	0	79
internal_long_Flavi_NS2_3_1_internal_71	86	0	873	0	0	133	192	224	206
internal_long_Flavi_NS2_3_1_internal_72	59	0	395	0	0	0	187	111	82
internal_long_Flavi_NS2_3_1_internal_73	63	0	686	0	0	0	227	0	231
internal_long_Flavi_NS2_3_1_internal_8	96	0	490	0	0	58	0	75	86
internal_long_Flavi_NS2_3_1_internal_9	239	309	1079	0	0	221	0	247	239
internal_long_Flavi_NS3_1_internal_1	83	149	0	0	0	124	0	434	207
internal_long_Flavi_NS3_1_internal_10	531	775	779	297	1361	900	223	1663	1241
internal_long_Flavi_NS3_1_internal_11	340	136	336	90	326	452	139	1102	812
internal_long_Flavi_NS3_1_internal_12	164	0	462	0	0	195	0	170	324
internal_long_Flavi_NS3_1_internal_13	453	279	888	119	740	722	243	1290	1097
internal_long_Flavi_NS3_1_internal_14	329	0	590	0	0	531	0	1018	679
internal_long_Flavi_NS3_1_internal_15	182	251	145	34	97	357	32	778	486
internal_long_Flavi_NS3_1_internal_16	0	0	286	127	0	157	0	358	199
internal_long_Flavi_NS3_1_internal_17	552	660	746	306	748	1051	189	2673	1450
internal_long_Flavi_NS3_1_internal_18	82	111	0	0	142	99	0	305	221
internal_long_Flavi_NS3_1_internal_19	97	128	37	4	407	248	15	276	282
internal_long_Flavi_NS3_1_internal_2	110	0	270	0	0	171	0	301	345
internal_long_Flavi_NS3_1_internal_20	128	0	121	0	131	52	117	380	301
internal_long_Flavi_NS3_1_internal_21	98	124	0	0	108	127	0	215	191
internal_long_Flavi_NS3_1_internal_22	56	0	168	0	0	111	0	239	202
internal_long_Flavi_NS3_1_internal_23	410	560	442	0	0	530	0	1037	616
internal_long_Flavi_NS3_1_internal_24	148	0	305	0	191	183	117	181	333
internal_long_Flavi_NS3_1_internal_25	133	64	109	21	147	190	93	317	198
internal_long_Flavi_NS3_1_internal_26	70	50	276	129	155	293	32	907	418
internal_long_Flavi_NS3_1_internal_27	247	184	536	151	372	449	110	728	862
internal_long_Flavi_NS3_1_internal_28	155	0	345	0	299	245	134	453	473
internal_long_Flavi_NS3_1_internal_3	60	0	279	0	0	58	0	174	192
internal_long_Flavi_NS3_1_internal_4	73	0	164	0	0	106	77	190	221
internal_long_Flavi_NS3_1_internal_5	289	58	447	54	252	347	54	1090	614
internal_long_Flavi_NS3_1_internal_6	291	0	719	0	0	268	0	861	571
internal_long_Flavi_NS3_1_internal_7	248	0	520	0	0	261	0	709	439
internal_long_Flavi_NS3_1_internal_8	280	0	677	0	0	306	0	807	629
internal_long_Flavi_NS3_1_internal_9	287	0	892	0	0	466	0	1087	683
internal_long_Flavi_NS4A_1_internal_1	0	0	346	0	0	80	0	206	65
internal_long_Flavi_NS4A_1_internal_2	0	0	445	0	0	72	0	97	104
internal_long_Flavi_NS4A_1_internal_3	0	438	765	0	0	235	0	441	233
internal_long_Flavi_NS4A_1_internal_4	47	165	505	0	0	0	0	296	234
internal_long_Flavi_NS4A_1_internal_5	0	157	474	0	0	68	0	228	104
internal_long_Flavi_NS4A_2_internal_1	0	357	675	0	0	0	0	0	97
internal_long_Flavi_NS4B_1_internal_1	0	330	261	0	0	0	0	0	244
internal_long_Flavi_NS4B_2_internal_1	0	0	543	0	0	72	0	230	397
internal_long_Flavi_NS4B_2_internal_2	0	0	308	0	0	0	0	0	551
internal_long_Flavi_NS4B_3_internal_1	112	38	143	39	121	4	54	144	173
