Samples	SBS1	SBS2	SBS3	SBS5	SBS10b	SBS12	SBS16	SBS17a	SBS17b	SBS32	SBS48	SBS85	SBS96D	SBS96H
internal_long_Flavi_E2_4_internal_73	17	0	0	597	0	264	0	83	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_74	23	0	0	243	0	423	0	0	0	111	0	0	0	0
internal_long_Flavi_E2_4_internal_75	20	51	0	502	0	346	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_76	20	32	0	239	0	212	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_77	7	27	0	247	0	197	0	49	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_78	11	0	0	426	0	276	0	64	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_79	9	0	0	710	0	304	0	81	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_8	16	0	0	363	0	227	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_80	9	0	0	297	0	215	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_81	15	0	0	941	0	499	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_82	4	0	0	453	0	249	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_83	30	0	0	1100	0	542	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_84	5	0	0	330	0	133	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_85	5	0	0	282	0	174	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_86	11	0	0	626	0	343	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_87	13	0	0	299	0	141	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_88	6	0	0	151	0	225	0	0	0	71	0	0	0	0
internal_long_Flavi_E2_4_internal_89	19	30	0	270	0	185	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_9	13	0	0	467	0	309	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_4_internal_90	13	0	0	754	0	383	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_7_internal_1	27	0	0	292	0	164	0	0	0	0	0	150	0	0
internal_long_Flavi_E2_7_internal_2	36	0	0	390	0	246	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_7_internal_3	22	0	0	269	0	0	128	0	0	0	0	201	0	137
internal_long_Flavi_E2_7_internal_4	38	0	0	325	0	265	0	0	0	0	0	0	0	0
internal_long_Flavi_E2_7_internal_5	8	0	0	225	0	0	0	0	0	0	0	81	0	0
internal_long_Flavi_E_1_internal_1	3	0	0	77	0	0	111	0	0	0	0	0	0	104
internal_long_Flavi_E_2_internal_1	52	0	0	732	0	0	0	0	0	0	0	0	0	422
internal_long_Flavi_E_2_internal_10	99	0	0	585	0	0	213	0	0	0	0	0	0	1056
internal_long_Flavi_E_2_internal_11	203	0	0	645	0	0	338	0	0	0	0	0	0	1513
internal_long_Flavi_E_2_internal_12	44	0	0	233	0	0	71	0	0	0	0	0	0	404
internal_long_Flavi_E_2_internal_13	55	0	0	33	0	0	189	0	0	0	0	0	0	517
internal_long_Flavi_E_2_internal_14	68	0	0	426	0	0	223	0	0	0	0	0	0	576
internal_long_Flavi_E_2_internal_15	55	0	0	109	0	0	213	0	0	0	0	0	0	498
internal_long_Flavi_E_2_internal_16	78	0	0	12	0	0	166	0	0	0	0	0	0	634
internal_long_Flavi_E_2_internal_17	67	0	0	424	0	0	338	0	0	0	0	0	0	811
internal_long_Flavi_E_2_internal_18	29	0	0	110	0	0	204	0	0	0	0	0	0	643
internal_long_Flavi_E_2_internal_19	42	0	0	254	71	0	153	0	0	0	0	0	0	373
internal_long_Flavi_E_2_internal_2	31	0	0	498	0	0	0	0	0	0	0	0	0	314
internal_long_Flavi_E_2_internal_20	116	0	0	361	0	0	383	0	0	0	0	0	0	1152
internal_long_Flavi_E_2_internal_21	223	0	0	749	0	0	672	0	0	0	0	0	0	1631
internal_long_Flavi_E_2_internal_22	56	0	0	202	0	0	249	0	0	0	0	0	0	334
internal_long_Flavi_E_2_internal_23	110	0	0	226	0	0	341	0	0	0	0	0	0	726
internal_long_Flavi_E_2_internal_24	48	0	0	225	0	0	149	0	0	0	0	0	0	443
internal_long_Flavi_E_2_internal_25	376	0	0	1898	411	0	1033	0	0	0	0	0	0	3582
internal_long_Flavi_E_2_internal_3	53	0	0	248	82	0	210	92	0	0	0	0	0	572
internal_long_Flavi_E_2_internal_4	46	0	0	183	0	0	96	0	0	0	0	0	0	624
internal_long_Flavi_E_2_internal_5	106	0	0	234	0	0	228	0	0	0	0	0	0	243
internal_long_Flavi_E_2_internal_6	67	0	0	787	0	0	0	0	0	0	0	0	0	611
internal_long_Flavi_E_2_internal_7	22	0	0	294	0	0	0	0	0	0	0	0	0	595
internal_long_Flavi_E_2_internal_8	99	0	0	461	0	0	349	0	0	0	0	0	0	929
internal_long_Flavi_E_2_internal_9	406	0	0	1546	0	0	1141	0	0	0	0	0	0	3116
internal_long_Flavi_NS1_1_internal_1	24	0	0	62	0	369	210	0	0	175	0	0	0	0
internal_long_Flavi_NS1_2_internal_1	66	40	0	266	0	0	202	81	0	0	0	0	0	322
internal_long_Flavi_NS1_2_internal_10	55	0	0	150	76	0	175	45	0	0	0	0	0	193
internal_long_Flavi_NS1_2_internal_11	76	0	0	349	0	195	0	0	0	0	0	0	0	190
internal_long_Flavi_NS1_2_internal_12	85	0	0	447	0	267	0	0	0	0	0	0	0	189
internal_long_Flavi_NS1_2_internal_13	39	0	0	473	0	0	0	0	0	0	0	0	0	219
internal_long_Flavi_NS1_2_internal_14	30	0	0	745	0	0	0	0	0	0	0	0	0	269
internal_long_Flavi_NS1_2_internal_15	35	0	0	479	0	0	0	0	0	0	0	0	0	203
internal_long_Flavi_NS1_2_internal_16	73	0	0	296	0	245	0	0	0	0	0	0	0	0
internal_long_Flavi_NS1_2_internal_17	53	33	0	230	0	152	0	58	0	0	0	0	0	110
internal_long_Flavi_NS1_2_internal_18	48	0	0	285	0	472	0	0	0	94	0	0	0	0
internal_long_Flavi_NS1_2_internal_19	102	95	0	432	0	469	167	0	0	0	0	0	0	527
internal_long_Flavi_NS1_2_internal_2	16	0	0	306	0	0	88	0	0	0	0	0	0	214
internal_long_Flavi_NS1_2_internal_20	65	0	0	240	0	647	0	0	0	153	0	0	0	0
internal_long_Flavi_NS1_2_internal_21	40	0	0	0	0	235	162	0	0	85	0	0	0	0
internal_long_Flavi_NS1_2_internal_3	115	0	0	525	0	0	678	0	0	0	0	0	0	629
internal_long_Flavi_NS1_2_internal_4	107	0	0	460	0	0	460	0	0	0	0	0	0	409
internal_long_Flavi_NS1_2_internal_5	86	0	0	432	0	0	303	116	0	0	0	0	0	469
internal_long_Flavi_NS1_2_internal_6	370	213	0	1129	0	1099	871	0	0	0	0	0	0	1344
internal_long_Flavi_NS1_2_internal_7	82	0	0	639	0	0	326	0	0	0	0	0	0	622
internal_long_Flavi_NS1_2_internal_8	131	0	0	534	0	360	329	0	0	0	0	0	0	303
internal_long_Flavi_NS1_2_internal_9	454	0	0	2044	0	1116	774	0	0	0	0	0	0	1399
internal_long_Flavi_NS2A_1_internal_1	17	0	0	75	0	204	0	0	0	0	0	0	0	356
internal_long_Flavi_NS2A_1_internal_2	17	0	0	0	0	356	0	0	0	0	0	0	0	602
internal_long_Flavi_NS2A_2_internal_1	69	0	0	481	0	0	246	119	0	114	0	0	0	401
internal_long_Flavi_NS2A_2_internal_10	39	0	0	416	0	396	0	0	0	103	0	0	0	0
internal_long_Flavi_NS2A_2_internal_11	24	0	0	270	0	312	0	0	0	71	0	0	0	0
internal_long_Flavi_NS2A_2_internal_12	45	0	0	227	0	291	155	0	0	161	0	0	0	268
internal_long_Flavi_NS2A_2_internal_13	101	0	0	992	0	804	0	0	0	244	0	0	0	0
internal_long_Flavi_NS2A_2_internal_14	106	0	0	449	0	471	282	0	0	224	0	0	0	371
internal_long_Flavi_NS2A_2_internal_15	171	0	0	830	0	565	271	0	0	245	0	0	0	507
internal_long_Flavi_NS2A_2_internal_16	0	0	0	820	0	0	0	0	0	0	0	0	0	236
internal_long_Flavi_NS2A_2_internal_17	34	0	0	314	0	0	149	0	0	0	0	0	0	136
internal_long_Flavi_NS2A_2_internal_18	47	0	0	613	0	0	159	83	0	0	0	0	0	151
internal_long_Flavi_NS2A_2_internal_19	36	0	0	342	31	0	58	49	0	0	0	0	0	121
internal_long_Flavi_NS2A_2_internal_2	65	0	0	479	0	504	0	0	0	130	0	0	0	0
internal_long_Flavi_NS2A_2_internal_20	74	0	0	551	68	440	0	0	0	148	0	0	0	0
internal_long_Flavi_NS2A_2_internal_21	17	0	0	798	0	0	0	0	0	0	0	0	0	197
internal_long_Flavi_NS2A_2_internal_22	224	0	0	963	0	750	457	0	0	352	0	0	0	580
internal_long_Flavi_NS2A_2_internal_23	82	0	0	399	0	456	0	0	0	135	0	0	0	0
internal_long_Flavi_NS2A_2_internal_24	18	0	0	308	0	0	79	60	0	0	0	0	0	178
internal_long_Flavi_NS2A_2_internal_25	59	0	0	387	0	216	0	0	0	0	0	0	0	161
internal_long_Flavi_NS2A_2_internal_26	20	0	0	212	40	138	0	0	0	72	0	0	0	136
internal_long_Flavi_NS2A_2_internal_3	71	0	0	127	0	449	345	0	0	255	0	0	0	356
internal_long_Flavi_NS2A_2_internal_4	57	0	0	248	0	230	118	0	0	106	0	0	0	0
internal_long_Flavi_NS2A_2_internal_5	35	0	0	81	0	0	211	68	0	81	0	0	0	207
internal_long_Flavi_NS2A_2_internal_6	23	0	0	369	0	0	143	0	0	0	0	0	0	184
internal_long_Flavi_NS2A_2_internal_7	38	0	0	370	0	0	164	0	0	0	0	0	0	249
internal_long_Flavi_NS2A_2_internal_8	13	0	0	470	0	0	0	0	0	0	0	0	0	170
internal_long_Flavi_NS2A_2_internal_9	33	0	0	432	70	300	0	0	0	0	0	0	0	206
internal_long_Flavi_NS2B_1_internal_1	9	0	0	286	0	0	0	0	0	0	0	0	0	475
internal_long_Flavi_NS2B_1_internal_2	27	0	0	241	0	135	0	0	0	0	0	0	0	205
internal_long_Flavi_NS2B_3_internal_1	41	0	0	369	0	192	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2B_3_internal_2	60	0	0	327	0	178	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2B_4_internal_1	9	0	0	0	34	169	0	0	0	63	0	0	0	0
internal_long_Flavi_NS2B_5_internal_1	7	0	0	134	0	268	0	0	0	0	0	0	0	354
internal_long_Flavi_NS2_1_internal_1	8	0	0	164	0	0	0	0	0	0	0	231	0	0
internal_long_Flavi_NS2_2_internal_1	4	0	0	24	0	50	0	0	0	28	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_1	209	0	0	1697	449	1117	0	0	0	0	0	687	0	0
internal_long_Flavi_NS2_3_1_internal_10	39	79	0	312	84	0	215	0	0	0	0	0	0	346
internal_long_Flavi_NS2_3_1_internal_11	59	0	0	633	149	630	0	0	0	188	0	395	0	0
internal_long_Flavi_NS2_3_1_internal_12	113	0	0	739	226	0	228	0	0	0	0	386	0	557
internal_long_Flavi_NS2_3_1_internal_13	62	65	0	284	84	354	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_14	446	337	0	1710	652	2618	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_15	146	0	0	992	313	1145	0	0	0	383	0	703	0	0
internal_long_Flavi_NS2_3_1_internal_16	31	0	0	314	84	0	222	82	0	0	0	0	0	215
internal_long_Flavi_NS2_3_1_internal_17	64	0	0	593	115	0	308	0	0	0	0	0	0	373
internal_long_Flavi_NS2_3_1_internal_18	79	0	0	975	155	474	0	0	0	0	0	0	0	394
internal_long_Flavi_NS2_3_1_internal_19	128	0	0	483	207	638	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_2	36	78	0	332	59	246	0	0	0	0	0	0	0	199
internal_long_Flavi_NS2_3_1_internal_20	89	84	0	249	0	255	148	0	0	0	0	0	0	230
internal_long_Flavi_NS2_3_1_internal_21	59	0	0	514	83	344	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_22	64	0	0	265	147	472	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_23	271	164	0	843	277	1168	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_24	339	263	0	1512	586	2005	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_25	42	50	0	241	84	307	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_26	35	0	0	244	121	195	0	0	0	0	0	0	0	136
internal_long_Flavi_NS2_3_1_internal_27	219	192	0	520	231	728	368	0	0	0	0	0	0	559
internal_long_Flavi_NS2_3_1_internal_28	48	58	0	301	0	266	0	0	0	0	0	195	0	0
internal_long_Flavi_NS2_3_1_internal_29	246	0	0	1035	386	1261	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_3	22	77	0	221	75	308	0	0	0	0	0	0	0	222
internal_long_Flavi_NS2_3_1_internal_30	171	0	0	685	153	665	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_31	100	87	0	480	0	585	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_32	218	0	0	438	272	1373	0	0	0	425	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_33	71	0	0	155	165	448	0	0	0	175	0	267	0	0
internal_long_Flavi_NS2_3_1_internal_34	71	0	0	2041	0	0	0	0	0	0	0	0	0	411
internal_long_Flavi_NS2_3_1_internal_35	77	0	0	223	91	465	0	0	0	133	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_36	55	0	0	296	0	0	195	0	0	0	0	0	0	224
internal_long_Flavi_NS2_3_1_internal_37	112	76	0	423	115	596	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_38	68	0	0	0	104	490	0	0	0	241	0	295	0	0
internal_long_Flavi_NS2_3_1_internal_39	71	0	0	223	134	682	0	0	0	169	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_4	48	153	0	468	0	864	0	0	0	237	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_40	100	0	0	626	181	483	164	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_41	56	0	0	473	114	0	152	82	0	0	0	0	0	234
internal_long_Flavi_NS2_3_1_internal_42	75	0	0	549	111	485	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_43	155	133	0	697	0	730	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_44	162	0	0	991	177	946	0	0	0	0	0	491	0	0
internal_long_Flavi_NS2_3_1_internal_45	97	76	0	438	92	490	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_46	51	59	0	371	66	0	240	0	0	0	0	0	0	313
internal_long_Flavi_NS2_3_1_internal_47	77	0	0	508	0	318	0	0	0	0	0	0	0	273
internal_long_Flavi_NS2_3_1_internal_48	42	0	0	232	80	478	0	0	0	110	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_49	103	0	0	225	191	309	157	0	0	0	0	0	0	215
internal_long_Flavi_NS2_3_1_internal_5	88	110	0	414	0	361	0	0	0	0	0	0	0	408
internal_long_Flavi_NS2_3_1_internal_50	245	207	0	917	415	1383	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_51	78	98	0	215	125	530	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_52	175	133	0	854	0	850	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_53	22	60	0	292	75	318	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_54	115	0	0	678	159	517	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_55	173	0	0	1326	309	780	0	0	0	0	0	0	0	569
internal_long_Flavi_NS2_3_1_internal_56	212	0	0	1817	329	1026	0	0	0	0	0	0	0	828
internal_long_Flavi_NS2_3_1_internal_57	38	77	0	344	99	0	207	0	0	0	0	0	0	251
internal_long_Flavi_NS2_3_1_internal_58	127	110	0	346	173	694	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_59	84	143	0	435	134	468	0	0	0	0	0	0	0	449
internal_long_Flavi_NS2_3_1_internal_6	96	93	0	484	0	298	0	0	0	0	0	0	0	251
internal_long_Flavi_NS2_3_1_internal_60	63	112	0	480	0	568	0	0	0	154	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_61	119	293	0	658	0	1515	0	0	0	395	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_62	52	70	0	255	71	401	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_63	60	101	0	399	107	383	0	0	0	0	0	0	0	307
internal_long_Flavi_NS2_3_1_internal_64	51	55	0	302	0	344	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_65	158	121	0	852	0	854	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_66	136	221	0	441	0	1142	0	0	0	287	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_67	77	107	0	186	0	569	0	0	0	158	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_68	24	98	0	281	84	427	0	0	0	128	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_69	66	0	0	254	141	733	0	0	0	154	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_7	80	61	0	339	0	249	0	0	0	0	0	0	0	207
internal_long_Flavi_NS2_3_1_internal_70	93	122	0	34	0	620	0	0	0	236	0	389	0	0
internal_long_Flavi_NS2_3_1_internal_71	54	121	0	525	140	513	0	0	0	0	0	0	0	361
internal_long_Flavi_NS2_3_1_internal_72	39	100	0	325	0	370	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_73	34	114	0	586	0	473	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_8	93	47	0	266	0	399	0	0	0	0	0	0	0	0
internal_long_Flavi_NS2_3_1_internal_9	165	118	0	645	217	753	0	0	0	0	0	0	0	436
internal_long_Flavi_NS3_1_internal_1	52	0	0	98	94	0	232	0	0	0	0	0	0	521
internal_long_Flavi_NS3_1_internal_10	608	0	0	2543	597	0	1406	0	0	0	0	0	0	2616
internal_long_Flavi_NS3_1_internal_11	297	0	0	669	344	0	847	0	0	0	0	0	0	1576
internal_long_Flavi_NS3_1_internal_12	133	0	0	219	130	343	214	0	0	0	0	0	0	276
internal_long_Flavi_NS3_1_internal_13	439	0	0	1131	569	995	940	0	0	0	0	0	0	1757
internal_long_Flavi_NS3_1_internal_14	244	0	0	440	376	0	675	0	0	0	0	0	0	1412
internal_long_Flavi_NS3_1_internal_15	187	0	0	264	248	0	587	0	0	0	0	0	0	1076
internal_long_Flavi_NS3_1_internal_16	30	0	0	209	99	0	209	0	0	0	0	0	94	486
internal_long_Flavi_NS3_1_internal_17	606	0	0	1651	738	0	1673	0	0	0	0	0	0	3707
internal_long_Flavi_NS3_1_internal_18	88	0	0	165	0	0	270	0	0	0	0	0	0	437
internal_long_Flavi_NS3_1_internal_19	83	0	0	293	209	0	303	123	0	0	0	0	0	483
internal_long_Flavi_NS3_1_internal_2	92	0	0	218	106	0	297	0	0	0	0	0	0	484
internal_long_Flavi_NS3_1_internal_20	86	0	0	357	0	0	273	0	0	0	0	0	0	514
internal_long_Flavi_NS3_1_internal_21	85	0	0	103	100	0	236	0	0	0	0	0	0	339
internal_long_Flavi_NS3_1_internal_22	37	0	0	171	74	0	157	0	0	0	0	0	0	337
internal_long_Flavi_NS3_1_internal_23	309	0	0	538	411	0	828	0	0	0	0	0	0	1509
internal_long_Flavi_NS3_1_internal_24	116	0	0	339	149	351	221	0	0	0	0	0	0	282
internal_long_Flavi_NS3_1_internal_25	129	0	0	388	124	0	199	0	0	0	0	0	0	432
internal_long_Flavi_NS3_1_internal_26	126	0	0	423	182	0	425	0	0	0	0	0	0	1174
internal_long_Flavi_NS3_1_internal_27	286	0	0	845	281	0	918	0	0	0	0	0	0	1309
internal_long_Flavi_NS3_1_internal_28	136	0	0	429	189	377	350	0	0	0	0	0	0	623
internal_long_Flavi_NS3_1_internal_3	50	0	0	245	0	0	175	0	0	0	0	0	0	293
internal_long_Flavi_NS3_1_internal_4	58	0	0	234	65	0	174	0	0	0	0	0	0	300
internal_long_Flavi_NS3_1_internal_5	263	0	0	623	241	0	588	0	0	0	0	0	0	1490
internal_long_Flavi_NS3_1_internal_6	246	0	0	131	215	642	431	0	0	0	0	0	0	1045
internal_long_Flavi_NS3_1_internal_7	176	0	0	500	176	0	383	0	0	0	0	0	0	942
internal_long_Flavi_NS3_1_internal_8	189	0	0	583	220	0	564	0	0	0	0	0	0	1143
internal_long_Flavi_NS3_1_internal_9	247	0	0	418	321	698	444	0	0	0	0	0	0	1287
internal_long_Flavi_NS4A_1_internal_1	15	0	0	66	82	284	0	0	0	0	0	0	0	250
internal_long_Flavi_NS4A_1_internal_2	21	0	0	282	0	415	0	0	0	0	0	0	0	0
internal_long_Flavi_NS4A_1_internal_3	18	0	0	789	148	0	377	0	0	0	0	0	0	780
internal_long_Flavi_NS4A_1_internal_4	12	0	0	424	0	0	279	0	0	0	0	0	0	532
internal_long_Flavi_NS4A_1_internal_5	21	0	0	345	0	354	0	0	0	0	0	0	0	311
internal_long_Flavi_NS4A_2_internal_1	30	0	0	420	0	679	0	0	0	0	0	0	0	0
internal_long_Flavi_NS4B_1_internal_1	1	0	0	211	0	0	413	0	0	0	0	0	0	210
internal_long_Flavi_NS4B_2_internal_1	27	0	0	143	0	391	284	0	0	0	0	0	0	397
internal_long_Flavi_NS4B_2_internal_2	10	0	0	112	0	0	447	0	0	0	0	0	0	290
internal_long_Flavi_NS4B_3_internal_1	118	0	0	316	0	394	0	0	0	0	0	0	0	0
internal_long_Flavi_NS4B_3_internal_10	93	0	0	348	0	290	0	0	0	95	0	0	0	219
internal_long_Flavi_NS4B_3_internal_2	362	0	0	1076	0	872	633	0	0	397	0	0	0	711
internal_long_Flavi_NS4B_3_internal_3	51	0	0	187	0	0	280	0	0	0	0	0	0	225
internal_long_Flavi_NS4B_3_internal_4	382	0	0	1073	0	939	499	0	0	337	0	0	0	761
internal_long_Flavi_NS4B_3_internal_5	349	0	0	1260	0	562	502	0	0	0	0	0	0	929
internal_long_Flavi_NS4B_3_internal_6	74	0	0	319	77	229	195	0	0	0	0	0	0	290
internal_long_Flavi_NS4B_3_internal_7	100	0	0	595	158	585	241	0	0	0	0	0	187	664
internal_long_Flavi_NS4B_3_internal_8	299	0	0	524	0	1115	451	0	0	336	0	0	0	0
internal_long_Flavi_NS4B_3_internal_9	104	0	0	497	0	244	197	0	0	0	0	0	0	232
internal_long_Flavi_NS4B_4_internal_1	2	0	0	75	0	109	0	0	0	0	0	0	0	0
internal_long_Flavi_NS4B_5_internal_1	4	0	0	192	0	0	362	0	0	0	0	0	0	673
internal_long_Flavi_NS4B_5_internal_2	0	0	0	140	0	0	0	43	0	0	0	0	0	217
internal_long_Flavi_NS5A_1_internal_1	23	0	0	191	0	0	147	0	0	0	0	166	0	149
internal_long_Flavi_NS5A_1_internal_2	18	0	0	261	0	200	184	0	0	0	0	0	0	273
internal_long_Flavi_NS5A_1_internal_3	24	0	0	157	0	311	0	0	0	0	0	0	0	239
internal_long_Flavi_NS5A_1_internal_4	0	0	0	411	0	0	231	0	0	0	0	0	0	313
internal_long_Flavi_NS5A_1_internal_5	0	0	0	400	0	0	0	0	0	0	0	0	0	354
internal_long_Flavi_NS5B_1_internal_1	89	0	0	692	0	667	0	0	0	170	0	0	0	0
internal_long_Flavi_NS5B_1_internal_10	98	84	0	313	153	304	255	0	0	0	0	0	0	256
internal_long_Flavi_NS5B_1_internal_11	30	0	0	270	0	355	87	0	0	0	0	0	0	0
internal_long_Flavi_NS5B_1_internal_2	32	76	0	310	0	463	172	0	0	171	0	0	0	0
internal_long_Flavi_NS5B_1_internal_3	47	0	0	253	0	247	165	0	0	0	0	0	0	0
internal_long_Flavi_NS5B_1_internal_4	78	0	0	222	0	386	189	0	0	136	0	0	0	0
internal_long_Flavi_NS5B_1_internal_5	35	0	0	116	0	0	142	56	0	101	0	0	0	191
internal_long_Flavi_NS5B_1_internal_6	273	181	0	906	0	714	496	0	0	0	0	0	0	616
internal_long_Flavi_NS5B_1_internal_7	61	59	0	290	0	0	91	0	0	0	0	0	0	169
internal_long_Flavi_NS5B_1_internal_8	72	76	0	146	0	342	153	0	0	190	0	0	0	0
internal_long_Flavi_NS5B_1_internal_9	242	202	0	1022	0	761	645	0	0	0	0	0	0	672
internal_long_Flavi_N_PRO_1_internal_1	53	0	0	395	0	321	94	0	0	0	0	0	0	0
internal_long_Flavi_N_PRO_1_internal_2	48	0	0	266	0	228	0	0	0	66	0	0	0	0
internal_long_Flavi_N_PRO_1_internal_3	13	0	0	706	0	0	0	110	0	0	0	0	0	0
internal_long_Flavi_N_PRO_1_internal_4	44	0	0	646	0	301	0	0	0	0	0	0	0	0
internal_long_Flavi_PREM_1_internal_1	87	0	0	539	0	605	0	0	0	0	0	0	0	0
internal_long_Flavi_PREM_1_internal_2	18	0	0	48	0	190	0	0	0	61	0	0	0	0
internal_long_Flavi_PREM_3_internal_1	89	0	0	593	0	0	538	0	0	0	0	0	191	902
internal_long_Flavi_PREM_3_internal_2	42	0	0	333	0	0	166	0	0	0	0	0	85	433
internal_long_Flavi_PREM_3_internal_3	35	0	0	278	0	279	0	0	0	0	0	0	93	182
internal_long_Flavi_PREM_3_internal_4	52	0	0	508	0	0	620	0	0	0	0	0	182	972
internal_long_Flavi_PREM_3_internal_5	70	0	0	188	0	376	0	0	0	94	0	0	0	0
internal_long_Flavi_PREM_3_internal_6	186	0	0	1376	0	1287	0	0	0	0	0	0	334	1120
internal_long_Flavi_PREM_3_internal_7	115	0	0	301	0	489	326	0	0	0	0	0	0	561
internal_long_Flavi_PREM_3_internal_8	33	0	0	286	0	0	163	0	0	0	0	0	0	255
internal_long_Flavi_PREM_3_internal_9	65	46	0	165	0	392	0	0	0	0	0	0	0	0
internal_long_Flavi_PREM_4_internal_1	17	0	0	204	0	151	0	0	0	0	0	0	0	353
internal_long_Flavi_PR_1_internal_1	6	0	0	728	0	0	0	0	0	0	0	0	0	235
internal_long_Flavi_PR_1_internal_2	11	0	0	187	0	0	0	33	0	0	0	0	0	63
internal_long_Flavi_RNASE_1_internal_1	41	72	0	222	0	319	0	0	0	0	0	0	0	0
internal_long_Flavi_RNASE_1_internal_2	40	95	0	233	0	390	0	0	0	0	0	0	0	0
internal_long_Flavi_RNASE_1_internal_3	36	99	0	179	0	347	112	0	0	0	0	0	0	0
internal_long_Flavi_RNASE_1_internal_4	15	73	0	329	0	426	0	0	0	0	0	0	0	0
internal_long_Flavi_RNASE_1_internal_5	26	63	0	186	0	203	0	0	0	0	0	0	0	0
internal_long_Hanta_G2_1_internal_1	189	0	0	742	0	0	0	0	0	0	0	0	0	0
internal_long_Hanta_G2_1_internal_2	680	0	0	1748	0	0	0	0	0	0	0	0	0	0
internal_long_Hanta_G2_1_internal_3	9	33	0	126	57	185	0	0	0	84	0	0	0	0
internal_long_Hanta_N_1_internal_1	72	0	0	166	132	253	0	0	0	139	0	0	0	0
internal_long_Hanta_N_1_internal_10	38	0	0	128	112	261	0	0	0	161	0	0	0	0
internal_long_Hanta_N_1_internal_11	124	0	0	203	221	348	0	0	0	194	0	0	0	0
internal_long_Hanta_N_1_internal_12	100	0	0	327	94	0	0	0	0	87	0	0	0	153
internal_long_Hanta_N_1_internal_13	100	0	0	352	196	0	78	0	0	0	0	0	0	215
internal_long_Hanta_N_1_internal_14	49	0	0	164	166	0	76	0	0	66	0	0	0	228
